TRN DATE,TRN/TYPE AND DESCRIPTION,C/V/DATE,DEBIT,CREDIT,BALANCE
17/07/2025,"PIAPP, OWN BANK LM 1030. A/C: 380*.*-*137, A. F. FISH FEED AND GOAT FIRM. Trx.ID 2025071717-2-707714 OL 1",17/07/2025,,"13,500.00","193,793.00"
19/07/2025,"PIAPP, OWN BANK CHICKS. A/C: 442*.*-*979, M/S SHAHED POULTRY FARM. Trx.ID 2025071918-2-16108 OL 1",19/07/2025,,"29,400.00","223,193.00"
19/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C: 118*.*.*.*611, MD. ABUL HUSSAIN. Trx.ID 2025071918-2-69307 OL 1",19/07/2025,,"24,000.00","247,193.00"
19/07/2025,"PIAPP, OWN BANK BUSINESS PARPUS. A/C: 438*.*.*.*761, M/S SIDDIQUEE TRADERS. Trx.ID 2025071918-2-197073 OL 1",19/07/2025,,"79,200.00","326,393.00"
19/07/2025,"PIAPP, OWN BANK BOILAR CHICKS. A/C: 463*.*-*298, REKHA VETERINARY CORNER. Trx.ID 2025071918-2-274045 OL 1",19/07/2025,,"20,000.00","346,393.00"
19/07/2025,"PIAPP, OWN BANK LAYER CHICKS. A/C: 463*.*-*298, REKHA VETERINARY CORNER. Trx.ID 2025071918-2-275369 OL 1",19/07/2025,,"10,000.00","356,393.00"
19/07/2025,"PIAPP, OWN BANK CHICK PAYMENT. A/C: 261*.*.*.*911, M/S SOTOTA POULTRY FEEDS. Trx.ID 2025071918-2-424853 OL 1",19/07/2025,,"60,000.00","416,393.00"
19/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104*.*-*683, M/S, ENAM TRADERS. Trx.ID 2025071919-2-549727 OL 1",19/07/2025,,"9,000.00","425,393.00"
19/07/2025,"PIAPP, OWN BANK ARIYAN POULTRY. A/C: 360*.*.*.*811, M/S ARIYAN AND ARABI POULTRY & FEED. Trx.ID 2025071919-2-621137",19/07/2025,,"19,840.00","445,233.00"
19/07/2025,INTERBANK FUND TRANSFER NRB COMMERCIAL BANK LIMITED 523432000000460 0,19/07/2025,,"50,000.00","495,233.00"
19/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 175*.*-*720, ANISHA POULTRY PRODUCT. Trx.ID 2025071919-2-665333 OL 1",19/07/2025,,"34,500.00","529,733.00"
19/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*.*.*889, GRAM BANGLA POULTRY FEED & FISH FEED. Trx.ID 2025071919-2-717872 OL 1",19/07/2025,,"36,480.00","566,213.00"
19/07/2025,ATM FUND TRANSFER 1016 MOHAMMAD FARUK UDDIN 606,19/07/2025,,"36,000.00","602,213.00"
19/07/2025,"PIAPP, OWN BANK THIRTY TWO HUNDRED. A/C: 372*.*-*000, BOSHRA POULTRY AND FISH FEED. Trx.ID 2025071919-2-741990 OL 1",19/07/2025,,"32,000.00","634,213.00"
19/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*.*-*576, MASRURA POULTRY FEED. Trx.ID 2025071919-2-742510 OL 1",19/07/2025,,"90,000.00","724,213.00"
19/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 049*.*.*957, AL KARIM POULTRY PRODUCTS. Trx.ID 2025071919-2-750597 OL 1",19/07/2025,,"24,000.00","748,213.00"
19/07/2025,"PIAPP, OWN BANK TRANSFAR. A/C: 309*-***-***836, HASIN TRADERS. Trx.ID 2025071919-2-755499 OL 1",19/07/2025,,"56,000.00","804,213.00"
19/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 210*-******062, ABU NOMAN. Trx.ID 2025071919-2-762214 OL 1",19/07/2025,,"24,000.00","828,213.00"
19/07/2025,"PIAPP, OWN BANK AIDEL. A/C: 265*-***-***866,BISHMILLAH POULTRY CHICKS & FEED.Trx.ID 2025071919-2-812911 OL 1",19/07/2025,,"130,000.00","958,213.00"
19/07/2025,"PIAPP, OWN BANK DOC KHAG 009. A/C: 194****-**562, SHARIF POULTRY FEED CENTER.Trx.ID 2025071919-2-848249 OL 1",19/07/2025,,"200,000.00","1,158,213.00"
19/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104*-***-***683,M/S. ENAM TRADERS. Trx.ID 2025071919-2-858839 OL 1",19/07/2025,,"20,000.00","1,178,213.00"
19/07/2025,"PIAPP, OWN BANK KAZI FARMS LT. A/C: 072****-**646, AKHI POULTRY FEED & MEDICINE.Trx.ID 2025071919-2-885112 OL 1",19/07/2025,,"16,500.00","1,194,713.00"
19/07/2025,"PIAPP, OWN BANK COMI076. A/C: 484*-******930, HENA AGRO. Trx.ID 2025071919-2-916989 OL 1",19/07/2025,,"10,000.00","1,204,713.00"
19/07/2025,"PIAPP, OWN BANK CHICK PURCHESS. A/C:473*-***-**437, M/S HOWLADAR POULTRYFEEDS. Trx.ID 2025071919-2-938189 OL 1",19/07/2025,,"40,800.00","1,245,513.00"
19/07/2025,"PIAPP, OWN BANK CHICK PURCHESS. A/C:473*-***-**437, M/S HOWLADAR POULTRYFEEDS. Trx.ID 2025071919-2-939415 OL 1",19/07/2025,,"11,440.00","1,256,953.00"
20/07/2025,INTERBANK FUND TRANSFER ISLAMI BANKBANGLADESH LIMITED 20502520100123608 0,20/07/2025,,"5,760.00","1,262,713.00"
20/07/2025,"PIAPP, OWN BANK COCK. A/C: 276*-***-***936,ETU ENTERPRISE. Trx.ID 2025072020-2-132249OL 1",20/07/2025,,"42,000.00","1,304,713.00"
20/07/2025,"4924-909-0, MONIRAMPUR BRANCH OL 1",20/07/2025,,"20,000.00","1,324,713.00"
20/07/2025,"4630-901-7417 SHADHIN POULTRY, BELABOBRANCH OL 1",20/07/2025,,"50,000.00","1,374,713.00"
20/07/2025,"PIAPP, OWN BANK DDDDD. A/C: 487*-******036, MAISHA POULTRY FEED. Trx.ID2025072020-2-180962 OL 1",20/07/2025,,"60,000.00","1,434,713.00"
20/07/2025,"2791-901-38219 BANDARBAN POULT,BANDARBAN BRANCH OL 1",20/07/2025,,"40,000.00","1,474,713.00"
20/07/2025,"4240-901-819 RUPALI POULTRY, RAJARBAZAR BRANCH OL 1",20/07/2025,,"150,000.00","1,624,713.00"
20/07/2025,"1510-901-12866 SHITIL POULTRY,PARBOTIPUR BRANCH OL 1",20/07/2025,,"10,000.00","1,634,713.00"
20/07/2025,"4993-909-0, BSCIC BRANCH OL 1",20/07/2025,,"25,000.00","1,659,713.00"
20/07/2025,"4091-901-18297 M/S. ASA TRADER, NAVARANBAZAR BRANCH OL 1",20/07/2025,,"50,000.00","1,709,713.00"
20/07/2025,"4014-901-9573 M/S MRIDHA POUL, NALCITYBRANCH OL 1",20/07/2025,,"300,000.00","2,009,713.00"
20/07/2025,"3799-901-5301 M/S MOHONA POUL,BENAPOLE BRANCH OL 1",20/07/2025,,"100,000.00","2,109,713.00"
20/07/2025,"4370-909-0, ALAMDANGA BRANCH OL 1",20/07/2025,,"43,000.00","2,152,713.00"
20/07/2025,"PIAPP, OWN BANK BACHA. A/C: 463*-***-***813,M/S SHAH POULTRY FEED AND MEDICINE.Trx.ID 2025072020-2-213130 OL 1",20/07/2025,,"140,000.00","2,292,713.00"
20/07/2025,"4924-909-0, MONIRAMPUR BRANCH OL 1",20/07/2025,,"20,000.00","2,312,713.00"
20/07/2025,"RTGS INWARD FROM Islami Bank BD. PLC In Favor of M/s Bismillah Enterprise- MTR-458, Islami Bank Bangldesh Ltd. - Gopalganj Branch,",20/07/2025,,"100,000.00","2,412,713.00"
20/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 397*-**-**467, M/S J R POULTRY FARM. Trx.ID 2025072020-2-224284 OL 1",20/07/2025,,"13,000.00","2,425,713.00"
20/07/2025,"167-909-0, NILPHAMARI BRANCH (JULFIKER) OL 1",20/07/2025,,"10,000.00","2,435,713.00"
20/07/2025,"1008-901-10378 RAHI POULTRY FE, TAJPUR BRANCH (OL) OL 1",20/07/2025,,"32,640.00","2,468,353.00"
20/07/2025,"1491-909-0, BAGERHAT BRANCH OL 1",20/07/2025,,"290,000.00","2,758,353.00"
20/07/2025,INTERBANK FUND TRANSFER NRB COMMERCIAL BANK LIMITED 51123300003209 0,20/07/2025,,"50,000.00","2,808,353.00"
20/07/2025,"4014-909-0, NALCITY BRANCH (ABDULLAH) OL 1",20/07/2025,,"80,000.00","2,888,353.00"
20/07/2025,"443-102-746 M/S MOHESHKHALI, MOHESHKHALI BRANCH (SND-746) OL 1",20/07/2025,,"22,400.00","2,910,753.00"
20/07/2025,INTERBANK FUND TRANSFER IFIC BANK LIMITED 4169492035001 0,20/07/2025,,"40,000.00","2,950,753.00"
20/07/2025,"2247-901-3709 JILANI POUTRY F, NANUPUR BRANCH OL 1",20/07/2025,,"15,000.00","2,965,753.00"
20/07/2025,"374-901-57576 DAS POULTRY COR, BARISAL BRANCH OL 1",20/07/2025,,"44,000.00","3,009,753.00"
20/07/2025,"626-901-30855 LOKNATH POULTRY, SREEMONGAL BRANCH OL 1",20/07/2025,,"20,000.00","3,029,753.00"
20/07/2025,"1051-102-483 M/S JANONI POUL, RAJAPUR BRANCH (CR FROM 1051102000483) OL 1",20/07/2025,,"47,700.00","3,077,453.00"
20/07/2025,"1181-901-15460 FULECHA POULTR, NABIGONJ BRANCH OL 1",20/07/2025,,"19,200.00","3,096,653.00"
20/07/2025,"2654-999-0, MOULVIBAZAR (ISLAMIC) BRANCH 939-901-41774 KAZI FARMS LIMI OL 2461925",20/07/2025,,"250,000.00","3,346,653.00"
20/07/2025,"PIAPP, OWN BANK PARVEZ POULTRY AND FISH FEED. A/C: 147*-**-**681, M/S PARVEZ POULTRY AND FISH FEED. Trx.ID 2025072020-",20/07/2025,,"10,000.00","3,356,653.00"
20/07/2025,"4006-909-0, DEBIDWAR BRANCH OL 1",20/07/2025,,"56,000.00","3,412,653.00"
20/07/2025,"4006-909-0, DEBIDWAR BRANCH OL 1",20/07/2025,,"52,500.00","3,465,153.00"
20/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C: 118*-**-**611, MD. ABUL HUSSAIN. Trx.ID 2025072020-2-275593 OL 1",20/07/2025,,"83,200.00","3,548,353.00"
20/07/2025,"3669-909-0, NOAPARA BAZAR BRANCH (IQBAL) OL 1",20/07/2025,,"7,980.00","3,556,333.00"
20/07/2025,"1215-901-36917 M/S MAYMUNA TRA, BHOLA BRANCH OL 1",20/07/2025,,"25,440.00","3,581,773.00"
20/07/2025,"1979-901-14929 M/S RAJU POULTR, NAZIRHAT BRANCH (RAJU POULTRY COMPLEX CD-14929) OL 1",20/07/2025,,"30,080.00","3,611,853.00"
20/07/2025,"2412-901-32555 M/S FORHAD TRAD, DAULATPUR BRANCH OL 1",20/07/2025,,"30,000.00","3,641,853.00"
20/07/2025,"2308-901-3220 ANWAR POULTRY A, CHHAGALNAIYA BRANCH OL 1",20/07/2025,,"550,000.00","4,191,853.00"
20/07/2025,"1422-901-16087 AKBAR ENTERPRIS, MEAH BAZAR BRANCH OL 1",20/07/2025,,"8,500.00","4,200,353.00"
20/07/2025,"2263-901-14122 SARMI POULTRY F, SARATGONJ BRANCH OL 1",20/07/2025,,"40,000.00","4,240,353.00"
20/07/2025,"3582-901-3444 MINA ENTERPRISE, GOLAPGONJ BRANCH OL 1",20/07/2025,,"50,000.00","4,290,353.00"
20/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 118*--***-**686, MUMIN POULTRY FIRM. Trx.ID 2025072020-2-307701 OL 1",20/07/2025,,"22,000.00","4,312,353.00"
20/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 149*--***-**010, M/S NURUL TRADERS. Trx.ID 2025072020-2-308278 OL 1",20/07/2025,,"15,000.00","4,327,353.00"
20/07/2025,"PIAPP, OWN BANK CHICK. A/C: 037*--***-**509, M/S AKON TRADERS. Trx.ID 2025072020-2-315323 OL 1",20/07/2025,,"40,000.00","4,367,353.00"
20/07/2025,"2576-901-14798 SIKDER POULTRY, NAYERGAON BAZAR BRANCH OL 1",20/07/2025,,"24,000.00","4,391,353.00"
20/07/2025,"2178-901-17240 M/S AWUL POULTR, THAKURGAON ROAD BRANCH OL 1",20/07/2025,,"50,000.00","4,441,353.00"
20/07/2025,INTERBANK FUND TRANSFER ISLAMI BANK BANGLADESH LIMITED 20503930200076117 0,20/07/2025,,"32,400.00","4,473,753.00"
20/07/2025,"3590-901-5811 SYLHET POULTRY, KADAMTALI BRANCH OL 1",20/07/2025,,"40,000.00","4,513,753.00"
20/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 349*--***-**924, OZIBA POULTRY CHIKS & FEED. Trx.ID 2025072020-2-326236 OL 1",20/07/2025,,"30,000.00","4,543,753.00"
20/07/2025,"3582-909-0, GOLAPGONJ BRANCH OL 1",20/07/2025,,"8,300.00","4,552,053.00"
20/07/2025,"3972-901-5360 M/S ASHA POULTR, DHAKA DAKSHIN BRANCH OL 1",20/07/2025,,"35,000.00","4,587,053.00"
20/07/2025,"PIAPP, OWN BANK HABIB VARIETIES STO. A/C: 102*--***-**515, HABIB VARIETIES STORE. Trx.ID 2025072020-2-329686 OL 1",20/07/2025,,"10,000.00","4,597,053.00"
20/07/2025,"4725-901-7810 M/S FAHAD POULT, RAIPURA BRANCH OL 1",20/07/2025,,"16,500.00","4,613,553.00"
20/07/2025,"4985-901-2093 M/S ANNYE ENTER, BHULTA BRANCH OL 1",20/07/2025,,"11,500.00","4,625,053.00"
20/07/2025,"1138-901-23943 M/S MA-MONI POU, KALAIYA BANDAR BRANCH (01753645732) OL 1",20/07/2025,,"30,000.00","4,655,053.00"
20/07/2025,"4630-901-6700 M/S FARHAN POUL, BELABO BRANCH OL 1",20/07/2025,,"100,000.00","4,755,053.00"
20/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*--***-**889, GRAM BANGLA POULTRY FEED & FISH FEED. Trx.ID 2025072020-2-337978 OL 1",20/07/2025,,"23,840.00","4,778,893.00"
20/07/2025,"PIAPP, OWN BANK DIM GOR. A/C: 516*--***-**538, M/S LALMOHAN DIM GHOR. Trx.ID 2025072020-2-339511 OL 1",20/07/2025,,"190,000.00","4,968,893.00"
20/07/2025,"748-901-12155 M/S FRESH CHICK, KASHIMPUR BRANCH OL 1",20/07/2025,,"2,000,000.00","6,968,893.00"
20/07/2025,"1181-901-15800 M/S PROTYASHA P, NABIGONJ BRANCH OL 1",20/07/2025,,"50,000.00","7,018,893.00"
20/07/2025,"3616-901-16257 RIFAT POULTRY F, CHOWMUHANA BRANCH OL 1",20/07/2025,,"10,000.00","7,028,893.00"
20/07/2025,"122-901-31324 M/S SAFA TRADER, ISHURDI BRANCH OL 1",20/07/2025,,"170,000.00","7,198,893.00"
20/07/2025,"756-901-42585 M/S SIRAJ TRADE, RANGAMATI BRANCH OL 1",20/07/2025,,"110,000.00","7,308,893.00"
20/07/2025,"4449-901-9564 SHARIF DAIRY AN, MULADI BRANCH OL 1",20/07/2025,,"100,000.00","7,408,893.00"
20/07/2025,"3356-901-17214 VASHANI STORE, PADUAR BAZAR BRANCH OL 1",20/07/2025,,"20,000.00","7,428,893.00"
20/07/2025,"4075-901-4303 M/S RAHIM ENTER, NANDINA BAZAR BRANCH OL 1",20/07/2025,,"30,000.00","7,458,893.00"
20/07/2025,"PIAPP, OWN BANK BOILAR CHICKS. A/C: 463*-**-**298, REKHA VETERINARY CORNER. Trx.ID 2025072020-2-358836 OL 1",20/07/2025,,"100,000.00","7,558,893.00"
20/07/2025,"2239-901-17044 MAA ENTERPRISE, TEBUNIA BRANCH OL 1",20/07/2025,,"43,000.00","7,601,893.00"
20/07/2025,"642-909-0, KHATUNGONJ BRANCH (ANOWER) OL 1",20/07/2025,,"4,400,000.00","12,001,893.00"
20/07/2025,"PIAPP, OWN BANK APPLE, A/C: 148*-**-**744, ABDULLAH POULTY. Trx.ID 2025072020-2-390315 OL 1",20/07/2025,,"16,800.00","12,018,693.00"
20/07/2025,"PIAPP, OWN BANK BOILER FEED. A/C: 380*-**-**137, A. F. FISH FEED AND GOAT FIRM. Trx.ID 2025072020-2-391047 OL 1",20/07/2025,,"170,500.00","12,189,193.00"
20/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 196*-**-**964, BILLAL HOSSAIN. Trx.ID 2025072020-2-394771 OL 1",20/07/2025,,"30,000.00","12,219,193.00"
20/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*-**-**889, GRAM BANGLA POULTRY FEED & FISH FEED. Trx.ID 2025072020-2-405868 OL 1",20/07/2025,,"10,000.00","12,229,193.00"
20/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104*-**-**683, M/S. ENAM TRADERS. Trx.ID 2025072020-2-403445 OL 1",20/07/2025,,"40,000.00","12,269,193.00"
20/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 281*-**-**207, M/S AYMONA POULTRY FEED & CHICKS. Trx.ID 2025072020-2-405868 OL 1",20/07/2025,,"17,600.00","12,286,793.00"
20/07/2025,"PIAPP, OWN BANK ENAYET POULTRY FARM. A/C: 214*-**-**921, M/S ENAET POULTRY FARM. Trx.ID 2025072020-2-413498 OL 1",20/07/2025,,"15,300.00","12,302,093.00"
20/07/2025,"PIAPP, OWN BANK EIGHTEEN HUNDRED. A/C: 372*-**-**000, BOSHRA POULTRY AND FISH FEED. Trx.ID 2025072020-2-432409 OL 1",20/07/2025,,"18,000.00","12,320,093.00"
20/07/2025,CR SND 1159 T 11,20/07/2025,"12,315,000.00",,"5,093.00"
20/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*-**-**576, MASRURA POULTRY FEED. Trx.ID 2025072020-2-450335 OL 1",20/07/2025,,"108,000.00","113,093.00"
20/07/2025,"PIAPP, OWN BANK OJUD MIAH. A/C: 442*-**-**859, M/S BHAI BHAI POULTRY COMPLEX. Trx.ID 2025072020-2-475945 OL 1",20/07/2025,,"8,000.00","121,093.00"
20/07/2025,"PIAPP, OWN BANK COMI076. A/C: 484*-**-**930, HENA AGRO. Trx.ID 2025072020-2-580617 OL 1",20/07/2025,,"13,600.00","134,693.00"
20/07/2025,"PIAPP, OWN BANK BISNES. A/C: 202*-**-**245, MS PAMEL TRADERS. Trx.ID 2025072020-2-587377 OL 1",20/07/2025,,"10,400.00","145,093.00"
20/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 169*-**-**716, M/S ALAK TRADERS. Trx.ID 2025072020-2-639648 OL 1",20/07/2025,,"14,400.00","159,493.00"
20/07/2025,"PIAPP, OWN BANK LM 400 16. A/C: 380*-**-**137, A. F. FISH FEED AND GOAT FIRM. Trx.ID 2025072020-2-642525 OL 1",20/07/2025,,"6,400.00","165,893.00"
21/07/2025,"PIAPP, OWN BANK KAZI CHICK. A/C: 477*-**-**266, M/S SURAIYA POULTRY FIRM. Trx.ID 2025072121-2-16429 OL 1",21/07/2025,,"300,000.00","465,893.00"
21/07/2025,"2600-901-15730 SOHEL POULTRY, LOHAGARA BRANCH (FROM CD-15730) OL 1",21/07/2025,,"1,200,000.00","1,665,893.00"
21/07/2025,"4924-909-0, MONIRAMPUR BRANCH OL 1",21/07/2025,,"20,000.00","1,685,893.00"
21/07/2025,"EFT - EXPORT IMPORT BANK O, PAYMENT, COMP. - NOTAPPLICABLE TRXID.: 20250721-8-149626 EFTN 1",21/07/2025,,"100,000.00","1,785,893.00"
21/07/2025,"PIAPP, OWN BANK SABUJ KANTI CHOWDHURY. A/C: 049*-***-***871, M/S SHUVRO ENTERPRISE. Trx.ID 2025072121-2-",21/07/2025,,"24,800.00","1,810,693.00"
21/07/2025,4924-901-12060 ALIF POULTRY & MONIRAMPUR BRANCH (CD-12060) OL 1,21/07/2025,,"50,000.00","1,860,693.00"
21/07/2025,"4725-102-85 M/S RONGDHANU P, RAIPURA BRANCH OL 1",21/07/2025,,"200,000.00","2,060,693.00"
21/07/2025,"3556-901-1940 DHAKA BREEDERS & HATCHERY, PRINCIPAL (ISLAMIC) BRANCH 939-901-41774 KAZI FARMS LIMI OL 1",21/07/2025,,"2,500,000.00","4,560,693.00"
21/07/2025,"2531-901-5700 BATEN POULTRY, ADAMPUR BAZAR BRANCH (CD-5700) OL 1",21/07/2025,,"128,000.00","4,688,693.00"
21/07/2025,"2401-909-0, MEHENDIGONJ BRANCH OL 1",21/07/2025,,"100,000.00","4,788,693.00"
21/07/2025,"PIAPP, OWN BANK NIJAM. A/C: 192*-***-***434, JANNAT PULTRY FEED & CHICKS CENTER. Trx.ID 2025072121-2-237224 OL 1",21/07/2025,,"30,000.00","4,818,693.00"
21/07/2025,"3823-901-7322 RUSHNA ENTERPRI, ROBIR BAZAR BRANCH (CD-7322) OL 1",21/07/2025,,"20,800.00","4,839,493.00"
21/07/2025,"504-901-20145 M/S EMU TRADERS, JAMALGONJ BRANCH OL 1",21/07/2025,,"10,400.00","4,849,893.00"
21/07/2025,"PIAPP, OWN BANK DDDDD. A/C: 487*-***-***036, MAISHA POULTRY FEED. Trx.ID 2025072121-2-273826 OL 1",21/07/2025,,"33,000.00","4,882,893.00"
21/07/2025,INTERBANK FUND TRANSFER NRB COMMERCIAL BANK LIMITED 511233300003209 0,21/07/2025,,"50,000.00","4,932,893.00"
21/07/2025,"1051-102-483 M/S JANONI POUL, RAJAPUR BRANCH (KAWKHALI (1051102000483)) OL 1",21/07/2025,,"57,600.00","4,990,493.00"
21/07/2025,INTERBANK FUND TRANSFER ISLAMI BANK BANGLADESH LIMITED 20507776707058911 0,21/07/2025,,"9,600.00","5,000,093.00"
21/07/2025,"PIAPP, OWN BANK MDANU. A/C: 352*-***-***197, M/S HALIMA POULTRY PRODUCT. Trx.ID 2025072121-2-290237 OL 1",21/07/2025,,"15,000.00","5,015,093.00"
21/07/2025,"1621-901-37211 TAJIM ENTERPRIS, NETROKONA BRANCH OL 1",21/07/2025,,"45,000.00","5,060,093.00"
21/07/2025,INTERBANK FUND TRANSFER ISLAMI BANK BANGLADESH LIMITED 20500040100054909 0,21/07/2025,,"17,000.00","5,077,093.00"
21/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 149*-***-***010, M/S NURUL TRADERS. Trx.ID 2025072121-2-305783 OL 1",21/07/2025,,"10,000.00","5,087,093.00"
21/07/2025,"2340-901-9721 MAKKA MADINA AG, MADUNAGHAT BRANCH OL 1",21/07/2025,,"200,000.00","5,287,093.00"
21/07/2025,"160-901-974 MS HOQUE ENTERPRISE, COMILLA (ISLAMIC) BRANCH 939-901-41774 KAZI FARMS LIMI OL 1",21/07/2025,,"100,000.00","5,387,093.00"
21/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*-***-***889, GRAM BANGLA POULTRY FEED & FISH FEED. Trx.ID 2025072121-2-320935 OL 1",21/07/2025,,"58,000.00","5,445,093.00"
21/07/2025,"2454-901-30474 CHARBARIA POULT, BAZAR ROAD BRANCH OL 1",21/07/2025,,"18,000.00","5,463,093.00"
21/07/2025,939-901-41774 KAZI FARMS LIMI OL 1,21/07/2025,,"18,720.00","5,481,813.00"
21/07/2025,939-901-41774 KAZI FARMS LIMI OL 1,21/07/2025,,"70,000.00","5,551,813.00"
21/07/2025,"2178-909-0, THAKURGAON ROAD BRANCH OL 1",21/07/2025,,"20,000.00","5,571,813.00"
21/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 494*-***-***134, M/S SAIRA ENTERPRISE. Trx.ID 2025072121-2-338989 OL 1",21/07/2025,,"50,000.00","5,621,813.00"
21/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 201*-***,***256, M/S TAHSIN POULTRY FEED AND MEDICINE. Trx.ID 2025072121-2-339388",21/07/2025,,"61,200.00","5,683,013.00"
21/07/2025,"PIAPP, OWN BANK MOU 33. A/C: 447*-***-***201, BROTHERS POULTRY. Trx.ID 2025072121-2-340115 OL 1",21/07/2025,,"60,000.00","5,743,013.00"
21/07/2025,"PIAPP, OWN BANK BROILER 4000. A/C: 348*-***-***329, RUPOSHI AGRO FARM. Trx.ID 2025072121-2-340183 OL 1",21/07/2025,,"64,000.00","5,807,013.00"
21/07/2025,"1632-901-24963 ORBIT ENTERPRIS, RAJBARI BRANCH OL 1",21/07/2025,,"200,000.00","6,007,013.00"
21/07/2025,"1016-909-0, UKHIYA BRANCH (A GAFUR) OL 1",21/07/2025,,"150,000.00","6,157,013.00"
21/07/2025,"3823-901-6737 AYESHA POULTRY, ROBIR BAZAR BRANCH (CD-6737) OL 1",21/07/2025,,"8,000.00","6,165,013.00"
21/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 142*-***-***405, M/S FEED CENTER. Trx.ID 2025072121-2-352003 OL 1",21/07/2025,,"22,000.00","6,187,013.00"
21/07/2025,"4725-901-7810 M/S FAHAD POULT, RAIPURA BRANCH OL 1",21/07/2025,,"17,600.00","6,204,613.00"
21/07/2025,"2178-901-17240 M/S AWUL POULTR, THAKURGAON ROAD BRANCH OL 1",21/07/2025,,"55,000.00","6,259,613.00"
21/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 349*-***-***924, OZIBA POULTRY CHIKS & FEED. Trx.ID 2025072121-2-355936 OL 1",21/07/2025,,"40,000.00","6,299,613.00"
21/07/2025,"PIAPP, OWN BANK NEW NOOR KHULNA. A/C: 285*-***,***023, NEW NOOR POULTRY & FISH FEED COMPLEX. Trx.ID 2025072121-2-357058",21/07/2025,,"10,800.00","6,310,413.00"
21/07/2025,"520-901-25979 M/S NAZMIN POUL, CHHATAK BRANCH OL 1",21/07/2025,,"18,000.00","6,328,413.00"
21/07/2025,"4197-901-1785 M/S KALLANY AGR, SITAKUNDA SME BRANCH OL 1",21/07/2025,,"20,000.00","6,348,413.00"
21/07/2025,"4518-901-15577 M/S BISWAS POUL, CHUKNAGAR(RURAL BRANCH OL 1",21/07/2025,,"150,000.00","6,498,413.00"
21/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 469*-***-***956, M/S APON ENTERPRISE. Trx.ID 2025072121-2-362177 OL 1",21/07/2025,,"35,000.00","6,533,413.00"
21/07/2025,"PIAPP, OWN BANK BUSINESS PROPUSE. A/C: 275*-***,***598, M/S ROKIB BROTHERS AND MISRO FARM. Trx.ID 2025072121-2-362722 OL 1",21/07/2025,,"14,500.00","6,547,913.00"
21/07/2025,"PIAPP, OWN BANK A. A/C: 528*-***,***393, M/S SAGOR POULTRY FEED. Trx.ID 2025072121-2-362876 OL 1",21/07/2025,,"30,000.00","6,577,913.00"
21/07/2025,"3616-901-16257 RIFAT POULTRY F, CHOWMUHANA BRANCH OL 1",21/07/2025,,"70,000.00","6,647,913.00"
21/07/2025,"PIAPP, OWN BANK BUSNIESS. A/C: 107*-***-***330, M/S SEBA POULTRY FEED & MEDICINE ZONE. Trx.ID 2025072121-2-374840 OL 1",21/07/2025,,"120,000.00","6,767,913.00"
21/07/2025,"4431-909-0, PATKELGHATA (RU BRANCH OL 1",21/07/2025,,"20,000.00","6,787,913.00"
21/07/2025,"3590-901-11533 SHUVECCHA POULT, KADAMTALI BRANCH OL 1",21/07/2025,,"4,800.00","6,792,713.00"
21/07/2025,"PIAPP, OWN BANK HABIB VARIETIES STO. A/C: 102*--**515, HABIB VARIETIES STORE. Trx.ID 2025072121-2-392543 OL 1",21/07/2025,,"25,000.00","6,817,713.00"
21/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 495*--**387, MD KHALILUR RAHMAN. Trx.ID 2025072121-2-395249 OL 1",21/07/2025,,"18,000.00","6,835,713.00"
21/07/2025,"1674-909-0, BABUGONJ BRANCH OL 1",21/07/2025,,"16,000.00","6,851,713.00"
21/07/2025,"3590-901-5811 SYLHET POULTRY, KADAMTALI BRANCH OL 1",21/07/2025,,"30,000.00","6,881,713.00"
